id	filename	tokens	lemmas
900156	stoa0033a.tlg043.1st1K-grc1	Ἄγει δ’ ὁ ἀὴρ τὴν ἐνέργειαν ποιῶν, τήν τε πεπτικὴν αὐτὸς αὑτῷ προστιθεὶς αὔξει καὶ τρέφει.	ἄγω  ὁ ἀήρ ὁ ἐνέργεια ποιέω , ὁ τε πεπτικός αὐτός ἑαυτοῦ προστίθημι αὐξάνω καί τρέφω .
900157	stoa0033a.tlg043.1st1K-grc1	Οὐδὲν δ’ ἴσως ἄτοπον αὐτό γε τοῦτο, ἀλλὰ γενέσθαι τὸ πρῶτον ἐκ τῆς τροφῆς.	ἴσος ἄτοπος αὐτός γε οὗτος , ἀλλά γίγνομαι ὁ πρῶτος ἐκ ὁ τροφή .
900158	stoa0033a.tlg043.1st1K-grc1	Καθαρώτερον γὰρ ὃ τῇ ψυχῇ συμφυές, εἰ μὴ καὶ τὴν ψυχὴν ὕστερον λέγοι γίνεσθαι, διακρινομένων τῶν σπερμάτων καὶ εἰς φύσιν ἰόντων.	γάρ ὁ ὁ ψυχή συμφυής , εἰ μή καί ὁ ψυχή ὕστερον λέγω γίγνομαι ,  ὁ σπέρμα καί εἰς φύσις εἶμι .
900159	stoa0033a.tlg043.1st1K-grc1	Εἴτε περίττωμα πάσης τροφῆς ἐστί, ποίᾳ διαπέμπεται τοῦτο;	εἴτε περίσσωμα πᾶς τροφή εἰμί , ποιός διαπέμπω οὗτος ;
900160	stoa0033a.tlg043.1st1K-grc1	Κατὰ μὲν γὰρ τὴν ἐκπνοὴν οὐκ εὔλογον·	μέν γάρ ὁ ἐκπνοή οὐ εὔλογος ·
900161	stoa0033a.tlg043.1st1K-grc1	ἀντιλαμβάνει γὰρ εὐθύς.	ἀντιλαμβάνω γάρ εὐθύς .
900162	stoa0033a.tlg043.1st1K-grc1	Λοιπὸν δὲ δῆλον ὅτι διὰ τῶν τῆς ἀρτηρίας πόρων.	λοιπός δέ δῆλος ὅτι2 διά ὁ ὁ ἀρτηρία πόρος .
900163	stoa0033a.tlg043.1st1K-grc1	Τὸ δ’ ἐκκρινόμενον ἤτοι λεπτότερον ἢ παχύτερον.	ἤτοι λεπτός ἤ παχύς .
900164	stoa0033a.tlg043.1st1K-grc1	Ἀμφοτέρως δ’ ἄτοπον, εἰ τοῦτο πάντων ἔσται καθαρώτατον.	ἄτοπος , εἰ οὗτος πᾶς εἰμί καθαρός .
900165	stoa0033a.tlg043.1st1K-grc1	Εἰ δὲ παχύτερον, ἔσονταί ταί τινες πόροι μείζους.	δέ παχύς ,  ὁ τις πορεῖν μέγας .
900166	stoa0033a.tlg043.1st1K-grc1	Εἰ δ’ ἄρα κατὰ τοὺς αὐτοὺς λαμβάνει καὶ ἐκπέμπει, τοῦτ’ αὐτὸ παράλογον καὶ ἄτοπον.	ἄρα κατά ὁ αὐτός λαμβάνω καί ἐκπέμπω ,   παράλογος καί ἄτοπος .
900167	stoa0033a.tlg043.1st1K-grc1	Ἡ μὲν οὖν ἐκ τῆς τροφῆς αὔξησις καὶ διαμονὴ σχεδὸν ταῦτα.	ὁ μέν οὖν ἐκ ὁ τροφή αὔξησις καί  σχεδόν οὗτος .
900168	stoa0033a.tlg043.1st1K-grc1	Ἡ δ’ ἐκ τῆς ἀναπνοῆς, ὥσπερ Ἀριστογένης οἴεται( τροφὴν γὰρ οἴεται καὶ τὸ πνεῦμα πεττόμενον, οὐ τοῦ ἀέρος ἐν τῷ πνεύματι·	ὁ  ἐκ ὁ ἀναπνοή , ὥσπερ  οἴομαι ( τροφή γάρ οἴομαι καί ὁ πνεῦμα  , οὐ ὁ ἀήρ ἐν ὁ πνεῦμα ·
900169	stoa0033a.tlg043.1st1K-grc1	τοῦτο δ’ εἰς τὰ ἀγγεῖα διαδίδοσθαι, τὸ περίττωμα πάλιν ἐκπέμπεσθαι) πλείους ἔχει τὰς ἀπορίας.	οὗτος  εἰς ὁ ἀγγεῖον διαδίδωμι , ὁ περίσσωμα πάλιν ἐκπέμπω ) πολύς ἔχω ὁ ἀπορία .
900170	stoa0033a.tlg043.1st1K-grc1	Ἥ τε γὰρ πέψις ὑπὸ τίνος;	τε γάρ πέψις ὑπό  ;
900171	stoa0033a.tlg043.1st1K-grc1	Εἰκὸς μὲν γὰρ ὑπ’ αὐτοῦ, καθάπερ καὶ τῶν ἄλλων.	μέν γάρ ὑπό αὐτός , καθά καί ὁ ἄλλος .
900172	stoa0033a.tlg043.1st1K-grc1	Αὐτὸ δὲ τοῦτ’ ἄτοπον, εἰ μὴ διαφέρει τοῦ ἔξω ἀέρος·	δέ  ἄτοπος , εἰ μή διαφέρω ὁ ἔξω ἀήρ ·
900173	stoa0033a.tlg043.1st1K-grc1	οὕτω δ’ ἡ θερμότης ἂν πέττοι.	οὕτως  ὁ θερμότης ἐάν  .
900174	stoa0033a.tlg043.1st1K-grc1	Καὶ μὴν καὶ παχύτερον αὐτὸν εὔλογον εἶναι μεθ’ ὑγρότητος τῆς ἀπὸ τῶν ἀγγείων ὄντα καὶ τῶν ὅλων ὄγκων, ὥσθ’ ἡ πέψις ἂν εἰς τὸ σωματῶδες εἴη.	καί μήν καί παχύς αὐτός  εἰμί μετά ὑγρότης ὁ ἀπό ὁ  εἰμί καί ὁ ὅλος  ,  ὁ  ἐάν εἰς ὁ  εἰμί .
900175	stoa0033a.tlg043.1st1K-grc1	Τὸ δὲ περίττωμα, εἴπερ γίνεται λεπτότερον, οὐ πιθανόν.	δέ περίσσωμα , εἴπερ γίγνομαι λεπτός , οὐ  .
900176	stoa0033a.tlg043.1st1K-grc1	Ἄλογος δὲ καὶ ἡ ταχυτὴς τῆς πέψεως.	δέ καί ὁ ταχυτής ὁ πέψις .
900177	stoa0033a.tlg043.1st1K-grc1	Εὐθὺς γὰρ μετὰ τὴν εἰσπνοὴν ἡ ἐκπνοή.	γάρ μετά ὁ εἰσπνοή ὁ ἐκπνοή .
900178	stoa0033a.tlg043.1st1K-grc1	Τί οὖν τὸ οὕτω ταχὺ μεταβάλλον καὶ ἀλλοιοῦν;	οὖν ὁ οὕτως ταχύς  καί ἀλλοιόω ;
900179	stoa0033a.tlg043.1st1K-grc1	Ὑπολάβοι γὰρ ἄν τις μάλιστα τὸ θερμόν, καὶ μαρτυρεῖ οὕτως ἡ αἴσθησις·	γάρ ἄν τις μάλιστα ὁ θέρμος , καί μαρτυρέω οὕτως ὁ αἴσθησις ·
900180	stoa0033a.tlg043.1st1K-grc1	ὁ γὰρ ἐκπνεόμενος θερμός.	ὁ γάρ  θέρμος .
900181	stoa0033a.tlg043.1st1K-grc1	Ἔτι δ’ εἰ μὲν ἐν τῷ πνεύμονι καὶ τῇ ἀρτηρίᾳ τὸ πεττόμενον, ἡ τοῦ θερμοῦ δύναμις ἐν τούτοις·	ἔτι  εἰ μέν ἐν τῷ πλεύμων καί ὁ ἀρτηρία ὁ  , ὁ ὁ θέρμος δύναμις ἐν οὗτος ·
900182	stoa0033a.tlg043.1st1K-grc1	ὅπερ οὔ φασιν, ἀλλ’ ἐν τῇ κινήσει τῇ τοῦ πνεύματος ἐκθερμαίνεσθαι τὴν τροφήν.	ὅς οὐ φημί , ἀλλά ἐν ὁ κινέω ὁ ὁ πνεῦμα θερμαίνω ὁ τροφή .
900183	stoa0033a.tlg043.1st1K-grc1	Εἰ δ’ ἐξ ἑτέρου τινὸς οἷον ἐπισπᾶται ἢ καὶ κινοῦντος δέχεται, τοῦτ’ ἐστὶ θαυμασιώτερον.	ἐκ ἕτερος  οἷος ἐπισπάω ἤ καί κινέω δέχομαι ,  εἰμί θαυμάσιος .
900184	stoa0033a.tlg043.1st1K-grc1	Ἅμα δὲ καὶ οὐκ αὐτὸ τὸ πρῶτον κινοῦν.	ἅμα δέ καί οὐ αὐτός ὁ πρῶτος  .
900185	stoa0033a.tlg043.1st1K-grc1	Ἔτι δ’ ἡ μὲν ἀναπνοὴ μέχρι τοῦ πνεύμονος, ὥσπερ λέγουσιν αὐτοί, τὸ δὲ πνεῦμα δι’ ὅλου τὸ σύμφυτον.	ἔτι  ὁ μέν ἀναπνοή μέχρι ὁ  , ὥσπερ λέγω αὐτός , ὁ δέ πνεῦμα διά  ὁ σύμφυτος .
900186	stoa0033a.tlg043.1st1K-grc1	Εἰ δ’ ἀπὸ τούτου διαδίδοται καὶ πρὸς τὰ κάτω καὶ πρὸς τὰ ἄλλα, πῶς ἡ πέψις οὕτω ταχεῖα;	ἀπό οὗτος διαδίδωμι καί πρός ὁ κάτω καί πρός ὁ ἄλλος , πῶς ὁ πέψις οὕτως ταχύς ;
900187	stoa0033a.tlg043.1st1K-grc1	Θαυμασιώτερον γὰρ τοῦτο καὶ μεῖζον·	γάρ οὗτος καί μέγας ·
900188	stoa0033a.tlg043.1st1K-grc1	οὐ γὰρ διαπέμπει τοῦτό γ’ εὐθὺς πεττόμενον τὸν ἀέρα τοῖς κάτω.	οὐ γάρ διαπέμπω   εὐθύς  ὁ  ὁ κάτω .
900189	stoa0033a.tlg043.1st1K-grc1	Καίτοι τὸ μὲν δόξειεν ἂν ἀναγκαῖον εἶναι τοῦτο τῆς πέψεως γινομένης ἐν τῷ πνεύμονι, τῆςτ’ ἀναπνοῆς κοινωνούντων καὶ τῶν κάτω.	ὁ μέν δοκέω ἄν ἀναγκαῖον εἰμί οὗτος ὁ πέψις  ἐν ὁ πλεύμων , ὁ τ’ ἀναπνοή κοινωνέω καί ὁ κάτω .
900190	stoa0033a.tlg043.1st1K-grc1	Μεῖζον δ’ οὕτως ἔτι καὶ παραδοξότερον τὸ συμβαῖνον·	οὕτως ἔτι καί παράδοξος ὁ συμβαίνω ·
900191	stoa0033a.tlg043.1st1K-grc1	οἷον γὰρ διόδῳ καὶ θίξει γίνεται μόνον ἡ πέψις.	οἷος γάρ  καί  γίγνομαι μόνος ὁ πέψις .
900192	stoa0033a.tlg043.1st1K-grc1	Ἄλογον δὲ καὶ τουτὶ καὶ λογοδέστερον, εἰ ὁ αὐτὸς λόγος τῆς τροφῆς καὶ τοῦ περιττώματος.	δέ καί οὗτος καί  , εἰ ὁ αὐτός λόγος ὁ τροφή καί ὁ περίσσωμα .
900193	stoa0033a.tlg043.1st1K-grc1	Εἰ δὲ δι’ ἄλλου τινὸς τῶν ἐντός, οἱ αὐτοὶ λόγοι οἳ καὶ πρότερον, εἰ μὴ τοῦτο λέγοι τις, ὡς οὐ πάσης τῆς τροφῆς οὐδὲ πᾶσι γίνεται περίττωμα, καθάπερ οὐδὲ τοῖς φυτοῖς, ἐπεὶ οὐδὲ τῶν τοῦ σώματος μερῶν ἑκάστου λαβεῖν ἔστιν.	δέ διά ἄλλος  ὁ ἐντός , ὁ  λόγος ὁ καί  , εἰ μή οὗτος λέγω τις , ὡς οὐ πᾶς ὁ τροφή οὐδέ πᾶς γίγνομαι περίσσωμα , καθά οὐδέ ὁ  , ἐπεί οὐδέ ὁ ὁ σῶμα μέρος ἕκαστος λαμβάνω εἰμί .
900194	stoa0033a.tlg043.1st1K-grc1	Εἰ δὲ μή, οὔτι γε παντός.	εἰ δέ μή , οὔτις γε πᾶς .
900195	stoa0033a.tlg043.1st1K-grc1	Ἀλλ’ ἄρα γε ἡ μὲν ἀγγείων αὔξησις ἡ αὐτὴ καὶ τῶν ἄλλων μορίων, εὐρυνομένων δὲ καὶ διισταμένων τούτων πλείων ὁ ἀὴρ ὁ εἰσρέων καὶ ἐκρέων.	ἄρα γε ὁ μέν  αὔξησις ὁ αὐτός καί ὁ ἄλλος  ,  δέ καί  οὗτος πολύς ὁ ἀήρ ὁ  καί  .
900196	stoa0033a.tlg043.1st1K-grc1	Εἰ δέ τι ἀναγκαῖον ἐνυπάρχει, τοῦτο αὐτὸ ζητεῖται, τίς ὁ φυσικὸς καὶ πῶς οὗτος πλείων ὑγιῶς, ἐκ τούτου φανερὸν ἂν εἶεν.	δέ τι ἀναγκαῖον ἐνυπάρχω , οὗτος αὐτός ζητέω , τις ὁ φυσικός καί πῶς οὗτος πολύς ὑγιής , ἐκ οὗτος φανερός ἄν εἰμί .
900197	stoa0033a.tlg043.1st1K-grc1	Τοῖς δὲ δὴ μὴ ἀναπνευστικοῖς τίς ἡ τροφὴ τοῦ συμφύτου καὶ τίς ἡ αὔξησις;	δέ δή μή  τις ὁ τροφή ὁ  καί τις ὁ αὔξησις ;
900198	stoa0033a.tlg043.1st1K-grc1	Οὐ γὰρ ἔτι τούτοις ἀπὸ τοῦ ἔξωθεν.	οὐ γάρ ἔτι οὗτος ἀπό ὁ ἔξωθεν .
900199	stoa0033a.tlg043.1st1K-grc1	Εἰ δ’ ἀπὸ τῶν ἐντὸς καὶ τῆς κοινῆς τροφῆς, εὔλογον κἀκείνοις·	ἀπό ὁ ἐντός καί ὁ κοινός τροφή ,   ·
900200	stoa0033a.tlg043.1st1K-grc1	ἀπὸ γὰρ τῶν αὐτῶν τὰ ὅμοια, καὶ ὡσαύτως.	ἀπό γάρ ὁ αὐτός ὁ ὅμοιος , καί ὡσαύτως .
900201	stoa0033a.tlg043.1st1K-grc1	Εἰ μὴ ἄρα καὶ τούτοις ἀπὸ τοῦ ἐκτός, ὥσπερ καὶ τῶν ὀσμῶν αἰσθάνονται.	μή ἄρα καί οὗτος ἀπό ὁ ἐκτός , ὥσπερ καί ὁ   .
900202	stoa0033a.tlg043.1st1K-grc1	Ἀλλ’ οὕτω γ’ οἷον ἀναπνοὴ γίνεται.	οὕτως  οἷος ἀναπνοή γίγνομαι .
900203	stoa0033a.tlg043.1st1K-grc1	Περὶ οὗ κἂν ἀπορήσειέ τις, εἰ κατὰ ἀλήθειάν ἐστιν, αὐτό τε τοῦτο προφέρων καὶ τὴν ἐπίσπασιν τῆς τροφῆς( ὁλκὴ γὰρ ἅμα πνεύματος), ἔτιδ’ ὑπὲρ τῆς καταψύξεως ἀντιλέγων, ὡς κἀκείνων δεομένων.	περί οὗ ἐάν ἀπορέω2 τις , εἰ κατά ἀλήθεια εἰμί , αὐτός τε οὗτος προφέρω καί ὁ  ὁ τροφή ( ὁλκή γάρ ἅμα πνεῦμα ) , ἔτι δ’ ὑπέρ ὁ  ἀντιλέγω , ὡς ἐκεῖνος δέω .
900204	stoa0033a.tlg043.1st1K-grc1	Εἰ δὲ διὰ τοῦ ὑποζώματος αὐτοῖς γίνεται, ταύτῃ δῆλον ὅτι καὶ ἡ τοῦ ἀέρος εἴσοδος·	εἰ δέ διά ὁ  αὐτός γίγνομαι , οὗτος δῆλος ὅτι2 καί ὁ ὁ ἀήρ εἴσοδος ·
900205	stoa0033a.tlg043.1st1K-grc1	ὥσθ’ ὅμοιόν τι τῇ ἀναπνοῇ.	ὅμοιος  ὁ ἀναπνοή .
900206	stoa0033a.tlg043.1st1K-grc1	Πλὴν οὐκ ἀφορίζεται τίς ὁλκὴ καὶ ὑπὸ τίνος.	οὐ ἀφορίζω τις ὁλκή καί ὑπό  .
900207	stoa0033a.tlg043.1st1K-grc1	Ἢ εἰ μὴ ὁλκή, πῶς ἡ εἴσοδος;	Ἢ εἰ μή ὁλκή , πῶς ὁ εἴσοδος ;
900208	stoa0033a.tlg043.1st1K-grc1	εἰ μὴ ἄρα αὐτομάτως.	εἰ μή ἄρα αὐτόματος .
900209	stoa0033a.tlg043.1st1K-grc1	τοῦτο μὲν οὖν ἔχει καὶ αὐτὸ καθ’ αὑτὸ σκέψιν.	οὗτος μέν οὖν ἔχω καί αὐτός κατά ἑαυτοῦ σκέψις .
900210	stoa0033a.tlg043.1st1K-grc1	Τοῖς δὲ δὴ ἐνύγροις τίς ἡ τροφὴ καὶ αὔξησις τοῦ συμφύτου;	δέ δή  τις ὁ τροφή καί αὔξησις ὁ σύμφυτος ;
900211	stoa0033a.tlg043.1st1K-grc1	Χωρὶς γὰρ τοῦ μὴ ἀναπνεῖν οὐδ’ ἐνυπάρχειν ὅλως ἐν τῷ ὑγρῷ φαμὲν ἀέρα.	γάρ ὁ μή ἀναπνέω οὐδέ ἐνυπάρχω ὅλος ἐν ὁ  φημί ἀήρ .
900212	stoa0033a.tlg043.1st1K-grc1	Λοιπὸν ἄρα διὰ τῆς τροφῆς, ὡς οὐχ ὁμοίως πᾶσιν, ἢ κἀκεῖνα διὰ τῆς τροφῆς τὰ ἔνυγρα·	ἄρα διά ὁ τροφή , ὡς οὐ ὅμοιος πᾶς , ἤ  διά ὁ τροφή ὁ  ·
900213	stoa0033a.tlg043.1st1K-grc1	τριῶν γὰρ τούτων ἀναγκαῖον ἕν.	γάρ οὗτος ἀναγκαῖος  .
900214	stoa0033a.tlg043.1st1K-grc1	Καὶ ταῦτα μὲν ὡς περὶ τὴν αὔξησιν καὶ τροφὴν τοῦ πνεύματος.	καί οὗτος μέν ὡς περί ὁ αὔξησις καί τροφή ὁ πνεῦμα .
900215	stoa0033a.tlg043.1st1K-grc1	Περὶ δὲ ἀναπνοῆς οἱ μὲν οὐ λέγουσι τίνος χάριν, ἀλλὰ μόνον ὃν τρόπον γίνεται, καθάπερ Ἐμπεδοκλῆς καὶ Δημόκριτος·	δέ ἀναπνοή ὁ μέν οὐ λέγω  χάρις , ἀλλά μόνος ὅς τρόπος γίγνομαι , καθά Ἐμπεδοκλῆς καί Δημόκριτος ·
900216	stoa0033a.tlg043.1st1K-grc1	οἱ δ’ οὐδὲ τὸν τρόπον ὅλως λέγουσιν, ἀλλ’ ὡς φανερῷ χρῶνται.	ὁ  οὐδέ ὁ τρόπος ὅλος λέγω , ἀλλά ὡς φανερός χράω2 .
900217	stoa0033a.tlg043.1st1K-grc1	Δεῖ δὲ καὶ εἰ καταψύξεως χάριν, αὐτὸ τοῦτο διασαφῆσαι.	δεῖ δέ καί εἰ  χάρις , αὐτός οὗτος διασαφέω .
900218	stoa0033a.tlg043.1st1K-grc1	Εἰ γὰρ ἐν τοῖς ἄνω τὸ θερμόν, οὐκ ἂν ἔτι δέοιτο κάτω.	εἰ γάρ ἐν ὁ ἄνω2 ὁ  , οὐ ἄν ἔτι δέω κάτω .
900219	stoa0033a.tlg043.1st1K-grc1	Τὸ δὲ σύμφυτον πνεῦμα δι’ ὅλου, καὶ ἀρχὴ ἀπὸ τοῦ πνεύμονος.	δέ σύμφυτος πνεῦμα διά  , καί ἀρχή ἀπό ὁ  .
900220	stoa0033a.tlg043.1st1K-grc1	Δοκεῖ δὲ καὶ τὸ τῆς ἀναπνοῆς εἰς πάντα διαδίδοσθαι κατὰ συνέχειαν, ὥστε τοῦτο δεικτέον ὡς οὐκ ἔστιν.	δοκέω δέ καί ὁ ὁ ἀναπνοή εἰς πᾶς διαδίδωμι κατά συνέχεια , ὥστε οὗτος δείκνυμι ὡς οὐ εἰμί .
900221	stoa0033a.tlg043.1st1K-grc1	Ἄτοπον δὲ εἰ μὴ δεῖταί τινος κινήσεως καὶ οἷον τροφῆς.	δέ εἰ μή δέω τις κίνησις καί οἷος τροφή .
900222	stoa0033a.tlg043.1st1K-grc1	Εἰ δὲ διαπνεῖ πρὸς πᾶν, οὐκέτι καταψύξεως εἴη χάριν.	εἰ δέ  πρός πᾶς , οὐκέτι  εἰμί χάρις .
900223	stoa0033a.tlg043.1st1K-grc1	Ἀλλὰ μὴν καὶ ἡ διάδοσις ἄλλωςτ’ ἀναίσθητος, καὶ τὸ τάχος αὐτῆς.	ἀλλά μήν καί ὁ διάδοσις ἄλλος τ’ ἀναίσθητος , καί ὁ τάχος αὐτός .
900224	stoa0033a.tlg043.1st1K-grc1	Καὶ πάλιν τὸ τῆς παλιρροίας, εἴπερ ἀπὸ πάντων, θαυμαστόν, πλὴν εἰ ἄλλον τρόπον ἀπὸ τῶν ἐσχάτων.	καί πάλιν ὁ ὁ παλίρροια , εἴπερ ἀπό πᾶς , θαυμαστός ,  εἰ ἄλλος τρόπος ἀπό ὁ  .
900225	stoa0033a.tlg043.1st1K-grc1	Τὸ δὲ πρώτως καὶ κυρίως ἀπὸ τῶν περὶ τὴν καρδίαν.	δέ πρῶτος καί κύριος ἀπό ὁ περί ὁ καρδία .
900226	stoa0033a.tlg043.1st1K-grc1	Ἐν πολλοῖς δ’ οὕτω τὸ τῶν ἐνεργειῶν καὶ τῶν δυνάμεων.	ἐν πολύς  οὕτως ὁ ὁ ἐνέργεια καί ὁ δύναμις .
900227	stoa0033a.tlg043.1st1K-grc1	Ἄτοπον οὖν ὅμως εἰ καὶ εἰς τὸ ὀστοῦν διαδίδοται·	οὖν ὅμως εἰ καί εἰς ὁ   ·
900228	stoa0033a.tlg043.1st1K-grc1	καὶ γὰρ δὴ τοῦτό φασιν ἐξ ἀρτηριῶν.	καί γάρ δή  φημί ἐκ  .
900229	stoa0033a.tlg043.1st1K-grc1	Διό, καθάπερ εἴρηται, σκεπτέον περὶ ἀναπνοῆς, καὶ τίνος ἕνεκα καὶ ποίοις μέρεσι καὶ πῶς.	, καθά λέγω , σκοπέω περί ἀναπνοή , καί  ἕνεκα καί ποιός μέρος καί πῶς .
900230	stoa0033a.tlg043.1st1K-grc1	Ἔτι οὐδ’ ἐπιφορὰ τῆς τροφῆς φαίνεται πᾶσι δι’ ἀρτηριῶν, οἷον αὐτοῖς τε τοῖς ἀγγείοις καὶ ἄλλοις τισὶ τῶν μερῶν·	ἔτι οὐδέ  ὁ τροφή φαίνω πᾶς διά ἀρτηρία , οἷος αὐτός τε ὁ  καί   ὁ μέρος ·
900231	stoa0033a.tlg043.1st1K-grc1	ζῇ δὲ τὰ φυτὰ καὶ τρέφεται.	ζήω δέ ὁ φυτόν καί τρέφω .
900232	stoa0033a.tlg043.1st1K-grc1	Ταῦτα μὲν οἰκειότερά πως τοῖς περὶ τὰς τροφάς.	μέν  πως ὁ περί ὁ τροφή .
900233	stoa0033a.tlg043.1st1K-grc1	Ἐπεὶ δὲ τρεῖς αἱ κινήσεις τοῦ ἐν τῇ ἀρτηρίᾳ πνεύματος, ἀναπνοή, σφυγμός, τρίτη δ’ ἡ τὴν τροφὴν ἐπάγουσα καὶ κατεργαζομένη, λεκτέον ὑπὲρ ἑκάστης καὶ ποῦ καὶ πῶς καὶ τίνος χάριν.	δέ  ὁ κίνησις ὁ ἐν ὁ ἀρτηρία πνεῦμα ,  ,  , τρίτος  ὁ ὁ τροφή ἐπάγω καί  , λέγω ὑπέρ ἕκαστος καί ποῦ καί πῶς καί  χάρις .
900234	stoa0033a.tlg043.1st1K-grc1	Τούτων δ’ ἡ μὲν τοῦ σφυγμοῦ καὶ τῇ αἰσθήσει φανερὰ καθ’ ὁτιοῦν μέρος ἁπτομένοις, ἡ δὲ τῆς ἀναπνοῆς μέχρι μέν του φανερά, τὸ δὲ πλέον κατὰ λόγον, ἡ δὲ τῆς τροφῆς ἅπασα κατὰ λόγον ὡς εἰπεῖν, ὡς ἐκ τῶν συμβαινόντων δὲ κατὰ τὴν αἴσθησιν.	οὗτος  ὁ μέν ὁ σφυγμός καί ὁ αἴσθησις φανερός κατά ὁτιοῦν μέρος ἅπτω , ὁ δέ ὁ ἀναπνοή μέχρι μέν τις  , ὁ δέ πλέως κατά λόγος , ὁ δέ ὁ τροφή ἅπας κατά λόγος ὡς λέγω , ὡς ἐκ ὁ συμβαίνω δέ κατά ὁ αἴσθησις .
900235	stoa0033a.tlg043.1st1K-grc1	Ἡ μὲν οὖν ἀναπνοὴ δῆλον ὡς ἀπὸ τοῦ ἐντὸς ἔχει τὴν ἀρχήν, εἴτε ψυχῆς δύναμιν εἴτε ψυχὴν δεῖ λέγειν ταύτην, εἴτε καὶ ἄλλην τινὰ σωμάτων μίξιν, ἣ δι’ αὐτῶν ποιεῖ τὴν τοιαύτην ὁλκήν.	ὁ μέν οὖν  δῆλος ὡς ἀπό ὁ ἐντός ἔχω ὁ ἀρχή , εἴτε ψυχή δύναμις εἴτε ψυχή δέω λέγω οὗτος , εἴτε καί ἄλλος  σῶμα μίξις , ὁ διά αὐτός ποιέω ὁ τοιοῦτος ὁλκή .
900236	stoa0033a.tlg043.1st1K-grc1	Ἡ δὲ θρεπτικὴ δόξειεν ἂν ἀπὸ τῆς ἀναπνοῆς·	ὁ δέ θρεπτικός δοκέω ἄν ἀπό ὁ ἀναπνοή ·
900237	stoa0033a.tlg043.1st1K-grc1	αὕτη γὰρ ἀνταποδίδοται, καὶ ὁμοία τῷ ἀληθεῖ.	οὗτος γάρ  , καί  τῷ ἀλήθω .
900238	stoa0033a.tlg043.1st1K-grc1	Εἰ δὲ μή, πᾶν ὁμαλίζει τοῖς χρόνοις τὸ σῶμα κατὰ τὴν τοιαύτην κίνησιν.	εἰ δέ μή , πᾶς  ὁ χρόνος ὁ σῶμα κατά ὁ τοιοῦτος κίνησις .
