id	filename	tokens	lemmas
1308619	tlg0057.tlg021.1st1K-grc1	οὔτ’ οὖν τῶν ἐκκρινάντων ἐκύησέ τι καὶ πάντα ἐκύησε τὰ κατασχόντα.	οὖν ὁ   τι καί πᾶς κυέω ὁ  .
1308620	tlg0057.tlg021.1st1K-grc1	δευτέραν δὲ νῦν ὁδὸν εἰς τὰς γυναῖκας ἰέναι ἔγνων, πυνθανόμενος, ὅσαι μάλιστα ἐδόκουν ἑαυταῖς παρακολουθεῖν, εἰ ὁμοίως φαίνοιτο ἐπ’ αὐτῶν γινόμενον, ὡς ἐπὶ τῶν ζώων τῶν ἀλόγων, ἐμαυτὸν ἐπιτιμῶν ἐν τῷδε,( τί γὰρ οὐ χρὴ τἀληθῆ λέγειν;	δέ νῦν ὁδός εἰς ὁ γυνή εἶμι γιγνώσκω ,  , ὅσος μάλιστα δοκέω  παρακολουθέω , εἰ ὅμοιος φαίνω ἐπί αὐτός  , ὡς ἐπί ὁ  ὁ  , ἐμαυτοῦ ἐπιτιμάω ἐν ὅδε , ( τίς γάρ οὐ χρή ἀληθής λέγω ;
1308621	tlg0057.tlg021.1st1K-grc1	) εἰ νομίζοιμι διαφοράν τινα εἶναι κυήσεως ἐν ἀλόγῳ τε καὶ λογικῷ ζώῳ, γνῶναι δὲ ὅμως βουλόμενος, εἰ παρακολουθοῦσι τῷ γινομένῳ.	) εἰ νομίζω διαφορά  εἰμί κύησις ἐν  τε καί λογικός  , γιγνώσκω δέ ὅμως  , εἰ παρακολουθέω τῷ  .
1308622	tlg0057.tlg021.1st1K-grc1	πλέον οὖν ἐλπίδος ἐξεῦρον, ὡς μὴ μεταγνῶναι τῆς πολυπραγμοσύνης.	πλέως οὖν ἐλπίς ἐξευρίσκω , ὡς μή μεταγιγνώσκω ὁ πολυπραγμοσύνη .
1308623	tlg0057.tlg021.1st1K-grc1	κινήσεως γάρ τινος ἔφασαν αἰσθάνεσθαι κατὰ τὴν μήτραν, οἷον σπωμένης τε καὶ κατὰ βραχὺ συνιούσης εἰς ἑαυτὴν, ἐπειδὰν συλλαμβάνωσι τὸ σπέρμα.	κίνησις γάρ  φημί  κατά ὁ μήτρα , οἷος  τε καί κατά βραχύς σύνειμι2 εἰς ἑαυτοῦ , ἐπεί  ὁ σπέρμα .
1308624	tlg0057.tlg021.1st1K-grc1	καί μοι καὶ αὐτὸ τοῦτο συλλαμβάνειν τὸ σπέρμα, ἔτι τε πρὸς αὐτῷ τοὔνομα τοῦτο ἡ σύλληψις ἐντεῦθεν ὑπὸ τῶν γυναικῶν ἐδόκει τεθεῖσθαι.	καί ἐγώ καί αὐτός οὗτος συλλαμβάνω ὁ σπέρμα , ἔτι τε πρός αὐτός ὄνομα οὗτος ὁ σύλληψις ἐντεῦθεν ὑπό ὁ γυνή δοκέω  .
1308625	tlg0057.tlg021.1st1K-grc1	τρίτην οὖν ὁδὸν ἔτι περιελθεῖν ἐδικαίωσα, ὅλα τὰ συγγράμματα ἀναγινώσκων ἁπάντων τῶν τὰ τοιαῦτα συγγραψάντων ἰατρῶν.	τρίτος οὖν ὁδός ἔτι περιέρχομαι δικαιόω , ὅλος ὁ σύγγραμμα ἀναγιγνώσκω ἅπας ὁ ὁ τοιοῦτος συγγράφω ἰατρός .
1308626	tlg0057.tlg021.1st1K-grc1	εὕρισκον δὲ κᾀκείνους λέγονας, ἔνδον μένειν τὴν γονὴν τοῦ ἀνδρὸς, εἰ μέλλοι κυΐσκειν ἡ γυνή.	εὑρίσκω δέ   , ἔνδον μένω ὁ γονή ὁ ἀνήρ , εἰ μέλλω  ὁ γυνή .
1308627	tlg0057.tlg021.1st1K-grc1	τινὲς δὲ αὐτῶν, ὅσοι γε ἐπιμελέστεροι, καὶ τὴν τῶν ὑστερῶν κίνησιν ἐγεγράφεισαν, εὐθέως προστιθέντες, ὅτι καὶ περιστέλλονται τῷ σπέρματι, καὶ πανταχόθεν αὐτὸ περιλαμβάνουσι.	δέ αὐτός , ὅσος γε  , καί ὁ ὁ  κίνησις γράφω , εὐθύς  , ὅτι2 καί περιστέλλω τῷ σπέρμα , καί πανταχόθεν αὐτός περιλαμβάνω .
1308628	tlg0057.tlg021.1st1K-grc1	τοῦτο οὖν ἔγνων πάλιν χρῆναι βασανίσαι ταῖς ἀνατομαῖς, καὶ πολλὰ λαμβάνων ἐφεξῆς ἀνέτεμον ἐγκύμονα ζῶα.	οὗτος οὖν γιγνώσκω πάλιν χρή βασανίζω ὁ ἀνατομή , καί πολύς λαμβάνω ἐφεξῆς  ἐγκύμων  .
1308629	tlg0057.tlg021.1st1K-grc1	πάντων οὖν ἐφαίνοντο τοῖς ἐμβρύοις αἱ μῆτραι περιεσταλμέναι διὰ παντὸς, εἴτε μεῖζον, εἴτ’ ἔλασσον, εἴτε καὶ παντάπασιν ἦν μικρόν.	πᾶς οὖν φαίνω ὁ ἔμβρυος ὁ μήτρα  διά πᾶς , εἴτε μέγας ,  ἐλάσσων , εἴτε καί παντάπασι εἰμί μικρός .
1308630	tlg0057.tlg021.1st1K-grc1	ἐοίκασι γὰρ οὕτως, ὥσπερ ὁ Πλάτων εἶπεν, αἱ μῆτραί τε καὶ ὑστέραι λεγόμεναι καθάπερ τι ζῶον παιδοποιΐας ἐπιθυμητικὸν ὑπάρχειν, καὶ διὰ τοῦτο ἕλκειν τε πρὸς ἑαυτὰς τὸ σπέρμα καὶ περιπτυσσομένας κατέχειν, ὥς που καὶ αὐτὸ τοῦτο προφανῶς αὐτοῖς τοῖς ἀνδράσι πολλάκις ὑπῆρξεν αἰσθέσθαι, δίκην σικύας ἰατρικῆς εἴσω τὸ αἰδοῖον ἐπισπωμένων αὐτῶν.	ἔοικα γάρ οὕτως , ὥσπερ ὁ Πλάτων λέγω , ὁ μήτρα τε καί ὑστέρα λέγω καθά τι ζάω παιδοποιία ἐπιθυμητικός ὑπάρχω , καί διά οὗτος ἕλκω τε πρός ἑαυτοῦ ὁ σπέρμα καί  κατέχω , ὡς που καί αὐτός οὗτος προφανής αὐτός ὁ ἀνήρ πολλάκις ὑπάρχω αἰσθάνομαι , δίκη  ἰατρικός εἴσω ὁ αἰδοῖον ἐπισπάω αὐτός .
1308631	tlg0057.tlg021.1st1K-grc1	γίνεται δὲ μάλιστα τὸ τοιοῦτο, ἄρτι πεπαυμένων τῶν καταμηνίων, ἡνίκα μάλιστα συλλαμβάνουσιν αἱ μῆτραι τὴν γονήν.	γίγνομαι δέ μάλιστα ὁ τοιοῦτος , ἄρτι παύω ὁ  , ἡνίκα μάλιστα συλλαμβάνω ὁ μήτρα ὁ γονή .
1308632	tlg0057.tlg021.1st1K-grc1	Ταῦτα μὲν οὖν εἴρηταί μοι διά τινας τῶν νῦν φιλοσόφων, ὡς αὐτοὶ καλοῦσι σφᾶς αὐτοὺς Ἀριστοτελικούς τε καὶ Περιπατητικούς.	μέν οὖν εἴρω  διά τις ὁ νῦν φιλόσοφος , ὡς αὐτός καλέω σφεῖς αὐτός  τε καί  .
1308633	tlg0057.tlg021.1st1K-grc1	οὐ γὰρ δὴ ἔγωγ’ ἂν προσαγορεύσαιμι οὕτω τοὺς ἄνδρας, ἀγνοοῦντας εἰς τοσοῦτο τὴν Ἀριστοτέλους γνώμην, ὡς νομίζειν ἀρέσκειν αὐτῷ, τὸ τοῦ ἄῤῥενος σπέρμα τὸ καταβαλλόμενον εἰς τὰς μήτρας τοῦ θήλεος ἀρχὴν μὲν κινήσεων ἐντιθέναι τῷ καταμηνίῳ, μετὰ δὲ ταῦτα ἐκκρίνεσθαι, μηδὲν μέρος γινόμενον τῆς σωματικῆς οὐσίας τῶν κυϊσκομένων.	οὐ γάρ δή  ἄν  οὕτως ὁ ἀνήρ , ἀγνοέω εἰς τοσοῦτος ὁ Ἀριστοτέλης γνώμη , ὡς νομίζω ἀρέσκω αὐτός , ὁ ὁ  σπέρμα ὁ  εἰς ὁ μήτρα ὁ  ἀρχή μέν κίνησις  τῷ  , μετά δέ οὗτος ἐκκρίνω ,  μέρος  ὁ σωματικός οὐσία ὁ  .
1308634	tlg0057.tlg021.1st1K-grc1	ἠπά τηνται δὲ ἐκ τοῦ πρώτου τῆς περὶ τῶν ζώων γενέσεως, ὅ μοι δοκοῦσιν ἀνεγνωκέναι τῶν πέντε.	δέ ἐκ ὁ  ὁ περί ὁ  γένεσις ,  ἐγώ δοκέω ἀναγιγνώσκω ὁ πέντε .
1308635	tlg0057.tlg021.1st1K-grc1	γέγραπται γὰρ ἐν αὐτῷ τάδε·	γράφω γάρ ἐν αὐτός ὅδε ·
1308636	tlg0057.tlg021.1st1K-grc1	Καθάπερ γὰρ εἴπομεν, τῆς γενέσεως ἀρχὰς ἄν τις οὐχ ἥκιστα θείη τὸ θῆλυ καὶ τὸ ἄῤῥεν·	γάρ λέγω , ὁ γένεσις ἀρχή ἄν τις οὐ ἥκιστος τίθημι ὁ θῆλυς καί ὁ  ·
1308637	tlg0057.tlg021.1st1K-grc1	τὸ μὲν οὖν ἄῤῥεν ὡς τῆς κινήσεως καὶ τῆς γενέσεως ἔχον τὴν ἀρχὴν, τὸ δὲ θῆλυ﻿ ὡς τῆς ὕλης.	ὁ μέν οὖν  ὡς ὁ κίνησις καί ὁ γένεσις ἔχω ὁ ἀρχή , ὁ δέ θῆλυς ﻿ ὡς ὁ ὕλη .
1308638	tlg0057.tlg021.1st1K-grc1	ταῦτα μὲν οὖν οὐ πολὺ μετὰ τὴν ἀρχήν.	οὗτος μέν οὖν οὐ πολύς μετά ὁ ἀρχή .
1308639	tlg0057.tlg021.1st1K-grc1	ἐν δὲ τοῖς κατωτέρω τοῦ συγγράμματος ἔτι καὶ τάδε γράφει·	ἐν δέ ὁ κάτω ὁ σύγγραμμα ἔτι καί ὅδε γράφω ·
1308640	tlg0057.tlg021.1st1K-grc1	Ἀλλὰ συμβαίνει, ὥσπερ εὔλογον, ἐπειδὴ τὸ μὲν ἄῤῥεν παρέχεται τό τε εἶδος καὶ τὴν ἀρχὴν τῆς κινήσεως, τὸ δὲ θῆλυ τὸ σῶμα καὶ τὴν ὕλην, οἷον ἐν τῇ τοῦ γάλακτος πήξει τὸ μὲν σῶμα τὸ γάλα ἐστὶν, ὁ δὲ ὀπὸς ἢ ἡ πιτύα τὸ τὴν ἀρχὴν ἔχον τὴν συνιστῶσαν.	ἀλλά συμβαίνω , ὥσπερ εὔλογος , ἐπεί ὁ μέν  παρέχω ὁ τε εἶδος καί ὁ ἀρχή ὁ κίνησις , ὁ δέ θῆλυς ὁ σῶμα καί ὁ ὕλη , οἷος ἐν ὁ ὁ γάλα  ὁ μέν σῶμα ὁ  εἰμί , ὁ δέ ὀπός τίη ὁ  ὁ ὁ ἀρχή ἔχω ὁ  .
1308641	tlg0057.tlg021.1st1K-grc1	ἐκ τούτων ὁρμώμενοι τῶν ῥήσεων, ἔνιοι μὲν οἴονται, τῷ καταμηνίῳ τὴν ἀρχὴν τῆς κινήσεως παρασχὸν τὸ σπέρμα καὶ πάλιν ἀντεκκρίνεσθαι·	ἐκ οὗτος ὁρμάω ὁ ῥῆσις , ἔνιοι μέν οἴομαι , τῷ  ὁ ἀρχή ὁ κίνησις παρέχω ὁ σπέρμα καί πάλιν  ·
1308642	tlg0057.tlg021.1st1K-grc1	τινὲς δὲ οὐ τοῦτό φασι λέγειν αὐτὸν, ὅπερ ἡμεῖς ἅπαντες οἱ κατὰ φύσιν ἀκούοντες ἐδοκοῦμεν, ἀλλ’ ὅτι τὸ μὲν θῆλυ τὴν ὕλην μόνην τῷ κυηθησομένῳ συμβάλλεται, τὸ δ’ ἄῤῥεν καὶ ταύτην μὲν, ἀλλὰ καὶ τὸ εἶδος.	δέ οὐ  φημί λέγω αὐτός , ὅς  ἅπας ὁ κατά φύσις ἀκούω  , ἀλλά ὅτι2 ὁ μέν θῆλυς ὁ ὕλη μόνος τῷ  συμβάλλω , ὁ   καί οὗτος μέν , ἀλλά καί ὁ εἶδος .
1308643	tlg0057.tlg021.1st1K-grc1	ὥστε τις αὐτῶν σφόδρα ἡμῶν κατεγέλασεν, εἰ νομίζοιμεν πάλιν ἀντεκκρίνεσθαι τὸ σπέρμα παρὰ τοῦ θήλεος εἰς τοὐκτὸς, ἢ μένον ἔνδον εἰς τὸ μηδὲν ἀναλύεσθαι.	ὡς τις αὐτός σφόδρα ἐγώ καταγελάω , εἰ νομίζω πάλιν  ὁ σπέρμα παρά ὁ  εἰς  , τίη μένω ἔνδον εἰς ὁ  ἀναλύω .
1308644	tlg0057.tlg021.1st1K-grc1	τοῦτο γὰρ ἕπεσθαί φασιν, εἰ νομίζοιμεν τὴν σωματικὴν οὐσίαν μὴ κεράννυσθαί τε καὶ ἀναμίγνυσθαι τῇ τοῦ κυήματος ὕλῃ.	οὗτος γάρ  φημί , εἰ νομίζω ὁ σωματικός οὐσία μή  τε καί ἀναμείγνυμι ὁ ὁ κύημα ὕλη .
1308645	tlg0057.tlg021.1st1K-grc1	κοινῇ μὲν οὖν ἀμφοτέροις ἐπιδείξομεν ἐκ τοῦ δευτέρου περὶ τῆς τῶν ζώων γενέσεως τήνδε τὴν ῥῆσιν·	κοινῇ μέν οὖν ἀμφότερος ἐπιδείκνυμι ἐκ ὁ  περί ὁ ὁ ζωός γένεσις ὅδε ὁ ῥῆσις ·
1308646	tlg0057.tlg021.1st1K-grc1	Τούτων δ’ ἐχόμενόν ἐστι, καὶ ἀπορῆσαι, καὶ εἰπεῖν, εἰ τῆς προϊεμένης εἰς τὸ θῆλυ γονῆς μηδὲν μόριόν ἐστι τὸ εἰσελθὸν τοῦ γινομένου κυήματος, ποῦ τρέπηται τὸ σωματῶδες αὐτὸ, εἴπερ ἐργάζεται τῇ δυνάμει τῇ ἐνούσῃ ἐν αὐτῷ.	οὗτος  ἔχω εἰμί , καί ἀπορέω2 , καί λέγω , εἰ ὁ  εἰς ὁ θῆλυς γονή  μόριος εἰμί ὁ  ὁ  κύημα , ποῦ τρέπω ὁ  αὐτός , εἴπερ ἐργάζομαι ὁ δύναμις ὁ  ἐν αὐτός .
1308647	tlg0057.tlg021.1st1K-grc1	εἶτ’ ἐφεξῆς διορισάμενος περὶ ψυχῆς καὶ νοῦ, κατὰ τὸ τέλος τῆς ῥήσεως τάδε γράφει·	ἐφεξῆς  περί ψυχή καί νόος , κατά ὁ τέλος ὁ  ὅδε γράφω ·
1308648	tlg0057.tlg021.1st1K-grc1	Τὸ δὲ τῆς γονῆς σῶμα, ἐν ᾧ συναπέρχεται τὸ σπέρμα τῆς ψυχικῆς ἀρχῆς, τὸ μὲν χωριστὸν ὂν σώματος, ὅσοις ἐμπεριλαμβάνεται τὸ θεῖον·	δέ ὁ γονή σῶμα , ἐν ὅς  ὁ σπέρμα ὁ ψυχικός ἀρχή , ὁ μέν χωριστός εἰμί σῶμα , ὅσος  ὁ θεῖος ·
1308649	tlg0057.tlg021.1st1K-grc1	τοιοῦτο δέ ἐστιν ὁ καλούμενος νοῦς·	τοιοῦτος δέ εἰμί ὁ καλέω νόος ·
1308650	tlg0057.tlg021.1st1K-grc1	τὸ δὲ ἀχώριστον, τὸ σπέρμα τῆς γονῆς διαλύεται, καὶ πνευματοῦται, φύσιν ἔχον ὑγρὰν καὶ ὑδατώδη.	ὁ δέ ἀχώριστος , ὁ σπέρμα ὁ γονή διαλύω , καί  , φύσις ἔχω ὑγρός καί  .
1308651	tlg0057.tlg021.1st1K-grc1	διόπερ οὐ δεῖ ζητεῖν ἀεὶ θύραζε αὐτὸ ἐξιέναι, οὐδὲ μόριον εἶναι οὐδὲν τῆς συστάσης μορφῆς, ὥσπερ οὐδὲ τὸν ὀπὸν τὸν τὸ γάλα συνιστῶντα·	οὐ δέω ζητέω ἀεί θύρα αὐτός ἔξειμι , οὐδέ  εἰμί  ὁ  μορφή , ὥσπερ οὐδέ ὁ ὀπός ὁ ὁ γάλα  ·
1308652	tlg0057.tlg021.1st1K-grc1	καὶ γὰρ καὶ οὗτος μεταβάλλει, καὶ μόριον οὐδέν ἐστι τῶν συνισταμένων ὄγκων.	καί γάρ καί οὗτος μεταβάλλω , καί μόριον οὐδείς εἰμί ὁ συνίστημι  .
1308653	tlg0057.tlg021.1st1K-grc1	αὕτη μὲν ἡ ῥῆσις ἀμφοτέρους διεξελέγχει μὴ γινώσκοντας τὴν Ἀριστοτέλους δόξαν, ὅσοι τε νομίζουσιν ἐκκρίνεσθαι διὰ παντὸς ἔξω τὴν γονὴν, ὅσοι τε μόριον οὐ γίνεσθαι τοῦ κυουμένου·	οὗτος μέν ὁ ῥῆσις ἀμφότερος  μή γιγνώσκω ὁ Ἀριστοτέλης δόξα , ὅσος τε νομίζω ἐκκρίνω διά πᾶς ἔξω ὁ γονή , ὅσος τε μόριον οὐ γίγνομαι ὁ κυέω ·
1308654	tlg0057.tlg021.1st1K-grc1	τοὺς δὲ δευτέρους αὐτῶν ἰδίᾳ καὶ ἡ κατὰ τὸ πρῶτον ἐφεξῆς τῇ προγεγραμμένῃ, καθ’ ἣν ἄρχεται τόνδε τὸν τρόπον·	ὁ δέ δεύτερος αὐτός ἴδιος καί ὁ κατά ὁ πρῶτος ἐφεξῆς ὁ  , κατά ὅς ἄρχω  ὁ τρόπος ·
1308655	tlg0057.tlg021.1st1K-grc1	Ἀλλὰ συμβαίνει, ὥσπερ εὔλογον, ἐπειδὴ τὸ μὲν ἄῤῥεν παρέχεται τὸ εἶδος καὶ τὴν ἀρχὴν τῆς κινήσεως, τὸ δὲ θῆλυ τὸ σῶμα καὶ τὴν ὕλην.	ἀλλά συμβαίνω , ὥσπερ εὔλογος , ἐπεί ὁ μέν  παρέχω ὁ εἶδος καί ὁ ἀρχή ὁ κίνησις , ὁ δέ θῆλυς ὁ σῶμα καί ὁ ὕλη .
1308656	tlg0057.tlg021.1st1K-grc1	ἐν γὰρ τοῖς ἑξῆς ἅπασιν ἐπιδείκνυσιν, ὅτι, ὥσπερ ἐκ μὲν τοῦ ξύλου καὶ τοῦ τέκτονος ἡ κλίνη γίνεται, τοῦ κηροῦ δὲ καὶ τοῦ εἴδους ἡ σφαῖρα τὸν αὐτὸν τρόπον ἔκ τε τοῦ καταμηνίου καὶ τῆς παρὰ τοῦ ἄῤῥενος κινητικῆς ἀρχῆς συνίσταται τὸ κύημα.	ἐν γάρ ὁ ἑξῆς ἅπας ἐπιδείκνυμι , ὅτι2 , ὥσπερ ἐκ μέν ὁ  καί ὁ τέκτων ὁ κλίνη γίγνομαι , ὁ κηρός δέ καί ὁ εἶδος ὁ σφαῖρα ὁ αὐτός τρόπος ἐκ τε ὁ  καί ὁ παρά ὁ  κινητικός ἀρχή συνίστημι ὁ κύημα .
1308657	tlg0057.tlg021.1st1K-grc1	διόπερ φησὶν, οὐδ’ ἀποκρίνειν ἔνια τῶν ζώων γονὴν, ἀλλὰ μεταδιδόναι μόνον τῷ θήλει θερμότητος ψυχικῆς, καὶ εἶναι τοιαῦτα τῶν ἐντόμων ἔνια, καθιέντος μὲν εἰς τὸ ἄῤῥεν τοῦ θήλεος τὸ ἄρθρον, ἐπὶ πλείονα δὲ χρόνον ὁμιλοῦντος αὐτῷ καὶ λαμβάνοντος ἐν τῇ συμπλοκῇ σῶμα μὲν οὐδὲν, μόνην δὲ τὴν δύναμιν τὴν μορφοῦσαν καὶ εἰδοποιοῦσαν τὴν μορφήν.	φημί , οὐδέ ἀποκρίνω  ὁ  γονή , ἀλλά μεταδίδωμι μόνος τῷ θηλέω θερμότης ψυχικός , καί εἰμί τοιοῦτος ὁ   ,  μέν εἰς ὁ  ὁ  ὁ ἄρθρον , ἐπί πολύς δέ χρόνος ὁμιλέω αὐτός καί λαμβάνω ἐν ὁ συμπλοκή σῶμα μέν οὐδείς , μόνος δέ ὁ δύναμις ὁ  καί  ὁ μορφή .
1308658	tlg0057.tlg021.1st1K-grc1	Καταλιπόντες οὖν ἤδη τοὺς ἄχρι μὲν ὀνόματος Ἀριστοτελικοὺς, ἔργῳ δ’ εἰς τοσοῦτο ἀπολειπομένους, ὡς μηδὲ ἃ κατὰ τὸ πρῶτον ἢ τὸ δεύτερον ἔγραψε περὶ ζώων γενέσεως ἐπίστασθαι, πάλιν ἐπ’ αὐτὸν ἀφικώμεθα τὸν Ἀριστοτέλη, διαλύεσθαι καὶ πνευματοῦσθαι φάσκοντα τὴν γονὴν ἐν ταῖς μήτραις.	καταλείπω οὖν ἤδη ὁ ἄχρι μέν ὄνομα  , ἔργον  εἰς τοσοῦτος ἀπολείπω , ὡς μηδέ ὅς κατά ὁ πρῶτος ἤ ὁ δεύτερος γράφω περί  γένεσις ἐφίστημι , πάλιν ἐπί αὐτός ἀφικνέομαι ὁ Ἀριστοτέλης , διαλύω καί   ὁ γονή ἐν ὁ μήτρα .
1308659	tlg0057.tlg021.1st1K-grc1	εἰ γὰρ οὕτως αὐτὴν ὑποληψόμεθά που πνευματοῦσθαι, καθάπερ ἴσμεν εἰς πνεῦμα μεταβάλλον ὑγρὸν ἐπὶ τοῦ γλεύκους, ἐξ ἐλαχίστης κατὰ τὸν ὄγκον ὑγρᾶς οὐσίας πλεῖστος ἀέρος ὄγκος συστήσεται.	εἰ γάρ οὕτως αὐτός  που  , καθά οἶδα εἰς πνεῦμα μεταβάλλω ὑγρός ἐπί ὁ γλεῦκος , ἐκ ἐλάχιστος κατά ὁ ὄγκος ὑγρός οὐσία πλεῖστος ἀήρ ὄγκος συνίστημι .
