id	filename	tokens	lemmas
126919	tlg1799.tlg007.First1K-grc1	ἐπεὶ οὗν ἴσον ἐστὶ τὸ μὲνΑ τῷΓ, τὸ δὲ Β τῷ∠, ἔστιν ἄρα ὡς τὸ Α πρὸς τὸ Γ, οὕτως τὸ Β πρὸς τὸ∠ ἐναλλὰξ ὡς τὸ Α πρὸς τὸ Β, οὕτως τὸ πρὸς τὸ∠.	ἐπεί  ἴσος εἰμί ὁ μέν Α τῷ Γ , ὁ δέ  τῷ ∠ , εἰμί ἄρα ὡς ὁ  πρός ὁ  , οὕτως ὁ  πρός ὁ ∠ ἐναλλάξ ὡς ὁ  πρός ὁ  , οὕτως ὁ πρός ὁ ∠ .
126920	tlg1799.tlg007.First1K-grc1	τοῦΑ ἄρα πρὸς τὸ Β λόγος ἐστὶ δοθείς·	ὁ Α ἄρα πρός ὁ  λόγος εἰμί δίδωμι ·
126921	tlg1799.tlg007.First1K-grc1	ὁ αὐτὸς γὰρ αὐτῷ πε- πόρισται ὁ τοῦΓ πρὸς τὸ∠.	ὁ αὐτός γάρ αὐτός  -  ὁ ὁ Γ πρός ὁ ∠ .
126922	tlg1799.tlg007.First1K-grc1	β΄.	.
126923	tlg1799.tlg007.First1K-grc1	Ἐὰν δεδομένον μέγεθος πρὸς ἄλλο τι μέγεθος λό- γον ἔχῃ δεδομένον, δέδοται κᾀκεῖνο τῷ μεγέθει.	δίδωμι μέγεθος πρός ἄλλος  μέγεθος  -  ἔχω δίδωμι , δίδωμι  τῷ μέγεθος .
126924	tlg1799.tlg007.First1K-grc1	δεδομένον γὰρ μέγεθος τὸ Α πρὸς ἄλλο τι μέγεθος τὸ Β λόγον ἐχέτω δεδομένον·	δίδωμι γάρ μέγεθος ὁ  πρός ἄλλος  μέγεθος ὁ  λόγος ἔχω δίδωμι ·
126925	tlg1799.tlg007.First1K-grc1	λέγω, ὅτι δέδοται καὶ τὸ Β τῷ μεγέθει.	λέγω , ὅτι2 δίδωμι καί ὁ  τῷ μέγεθος .
126926	tlg1799.tlg007.First1K-grc1	ἐπεὶ γὰρ δέδοται τὸΑ, δυναπτόν ἐστιν αὐτῷ ἴσον πορίσασθαι.	ἐπεί γάρ δίδωμι ὁ Α ,  εἰμί αὐτός ἴσος πορίζω .
126927	tlg1799.tlg007.First1K-grc1	πεπορίσθω καὶ ἔστω τὸ καὶ ἐπεὶ δέδοται ὁ τοῦ Α πρὸς τὸ Β λόγος·	καί εἰμί ὁ καί ἐπεί δίδωμι ὁ ὁ  πρός ὁ  λόγος ·
126928	tlg1799.tlg007.First1K-grc1	οὕτως γὰρ ὑπό- κειται·	οὕτως γάρ ὑπό -  ·
126929	tlg1799.tlg007.First1K-grc1	δυνατόν ἐστιν αὐτῷ τὸν αὐτὸν πορίσασθαι.	δυνατός εἰμί αὐτός ὁ αὐτός πορίζω .
126930	tlg1799.tlg007.First1K-grc1	πεπορίσθω καὶ ἔστω ὁ τοῦΓ πρὸς τὸ∠ λόγος.	καί εἰμί ὁ ὁ Γ πρός ὁ ∠ λόγος .
126931	tlg1799.tlg007.First1K-grc1	καὶ ἐπεί ἐστιν ὡς τὸ Α πρὸς τὸ Β, οὕτως τὸΓ πρὸς τὸ∠, ἐναλλὰξ ἄρᾳ ἐστὶν ὡς τὸ Α πρὸς τὸ Γ, οὕτως τὸ Β πρὸς τὸ∠.	καί ἐπεί εἰμί ὡς ὁ  πρός ὁ  , οὕτως ὁ Γ πρός ὁ ∠ , ἐναλλάξ  εἰμί ὡς ὁ  πρός ὁ  , οὕτως ὁ  πρός ὁ ∠ .
126932	tlg1799.tlg007.First1K-grc1	ἴσον δὲ τὸ Α τῷΓ·	ἴσος δέ ὁ  τῷ Γ ·
126933	tlg1799.tlg007.First1K-grc1	ἴσον ἄρα καὶ τὸ Β τῷ∠·	ἴσος ἄρα καί ὁ  τῷ ∠ ·
126934	tlg1799.tlg007.First1K-grc1	δέδοται ἄρα τὸ Β μέγεθος·	δίδωμι ἄρα ὁ  μέγεθος ·
126935	tlg1799.tlg007.First1K-grc1	ἴσον γὰρ αὐτῷ πεπόρισται τὸ∠.	ἴσος γάρ  πορίζω ὁ ∠ .
126936	tlg1799.tlg007.First1K-grc1	γ΄.	.
126937	tlg1799.tlg007.First1K-grc1	Ἐὰν δεδομένα μεγέθη ὁποσαοῦν συντεθῇ, καὶ τὸἔ αὐτῶν συγκείμενον δεδομένον ἔσται.	συντίθημι , καί ὁ ἔ αὐτός  δίδωμι  .
126938	tlg1799.tlg007.First1K-grc1	συγκείσθω γὰρ ὁποσαοῦν δεδομένα μεγέθη τὰ ΑΒ, ΒΓ.	σύγκειμαι γάρ    ὁ  ,  .
126939	tlg1799.tlg007.First1K-grc1	λέγω, ὅτι καὶ τὸ ἐκ τῶν ΑΒ, ΒΓ συγκείμενον τὸ ΑΓ δεδομένον ἐστίν.	λέγω , ὅτι2 καί ὁ ἐκ ὁ  ,   ὁ  δίδωμι εἰμί .
126940	tlg1799.tlg007.First1K-grc1	ἐπεὶ γὰρ δέδοται τὸ ΑΒ, δυνατόν ἐστιν αὐτῷ ἴσον πορίσασθαι.	ἐπεί γάρ δίδωμι ὁ  , δυνατός εἰμί αὐτός ἴσος πορίζω .
126941	tlg1799.tlg007.First1K-grc1	πεπορίσθω καὶ ἔστω τὸ ∠Ε.	καί εἰμί ὁ  .
126942	tlg1799.tlg007.First1K-grc1	πάλιν, ἐπεὶ δέδοται τὸ ΒΓ, δυνατόν ἐστιν αὐτῷ ἴσον πορίσασθαι.	πάλιν , ἐπεί  ὁ  , δυνατός εἰμί αὐτός ἴσος πορίζω .
126943	tlg1799.tlg007.First1K-grc1	πεπορίσθω καὶ ἔστω τὸ ΕΖ.	καί εἰμί ὁ  .
126944	tlg1799.tlg007.First1K-grc1	ἐπεὶ οὖν ἴσον ἐστὶ τὸ μὲνΑΒ τῷ ∠Ε, τὸ δὲ ΒΓ τῷ ΕΖ, ὅλον ἄρα τὸ ΑΓ ὅλῳ τῷ ∠Ζ ἐστιν ἴσον·	ἐπεί οὖν ἴσος εἰμί ὁ μέν ΑΒ τῷ  , ὁ δέ  τῷ  , ὅλος ἄρα ὁ  ὅλος τῷ  εἰμί ἴσος ·
126945	tlg1799.tlg007.First1K-grc1	δέδοται ἄρα τὸ ΑΓ ἴσον γὰρ αὐτῷ πεπόρισται τὸ ∠Ζ.	δίδωμι ἄρα ὁ  ἴσος γάρ αὐτός πορίζω ὁ  .
126946	tlg1799.tlg007.First1K-grc1	δ΄.	.
126947	tlg1799.tlg007.First1K-grc1	Ἐὰν ἀπὸ δεδομένου μεγέθους δεδομένον μέγεθος ἀφαιρεθῇ, τὸ λοιπὸν δεδομένον ἔσται.	ἀπό  μέγεθος δίδωμι μέγεθος ἀφαιρέω , ὁ λοιπός δίδωμι  .
126948	tlg1799.tlg007.First1K-grc1	ἀπὸ γὰρ δεδομένου μεγέθους τοῦ ΑΒ δεδομένον μέγεθος ἀφῃρήσθω τὸ ΑΓ λέγω, ὅτι τὸ λοιπὸν τὸ ΓΒ δεδομένον ἐστίν.	ἀπό γάρ  μέγεθος ὁ  δίδωμι μέγεθος  ὁ  λέγω , ὅτι2 ὁ λοιπός ὁ  δίδωμι εἰμί .
126949	tlg1799.tlg007.First1K-grc1	ἐπεὶ γὰρ δέδοται τὸ ΑΒ, δυνατόν ἐστιν αὐτῷ ἴσον πορίσαςθαι.	ἐπεί γάρ δίδωμι ὁ  , δυνατός εἰμί αὐτός ἴσος  .
126950	tlg1799.tlg007.First1K-grc1	πεπορίσθω καὶ ἔστω τὸ∠Ζ.	καί εἰμί ὁ ∠ Ζ .
126951	tlg1799.tlg007.First1K-grc1	πάλιν, ἐπεὶ δέδοται τὸ ΑΓ.	πάλιν , ἐπεί  ὁ  .
126952	tlg1799.tlg007.First1K-grc1	δυνατόν ἐστιν αὐτῷ ἴσον πορίσασθαι.	δυνατός εἰμί αὐτός ἴσος πορίζω .
126953	tlg1799.tlg007.First1K-grc1	πεπορίσθω καὶ ἔστω τὸ ∠Ε.	καί εἰμί ὁ  .
126954	tlg1799.tlg007.First1K-grc1	ἐπεὶ οὗν ἴσον ἐστὶ τὸ μὲνΑΒ τῷ ∠Ζ, τὸ δὲ ΑΓ τῷ ∠Ε, λοιπὸν ἄρα τὸ ΒΓ λοιπῷ τῷ ΕΖ ἐστιν ἴσον·	ἐπεί  ἴσος εἰμί ὁ μέν ΑΒ τῷ  , ὁ δέ  τῷ  , λοιπός ἄρα ὁ   τῷ  εἰμί ἴσος ·
126955	tlg1799.tlg007.First1K-grc1	δέδοται ἄρα το ΒΓ.	δίδωμι ἄρα   .
126956	tlg1799.tlg007.First1K-grc1	ἴσον γὰρ αὐτῷ πεπόρισται τὸ ΕΖ.	ἴσος γάρ  πορίζω ὁ  .
126957	tlg1799.tlg007.First1K-grc1	ε΄.	.
126958	tlg1799.tlg007.First1K-grc1	Ἐὰν μέγεθος πρὸς ἑαυτοῦ τι μέρος λόγον ἔχῃ δεδο- μένον, καὶ πρὸς τὸ λοιπὸν λόγον ἔξει δεδομένον.	μέγεθος πρός ἑαυτοῦ τις μέρος λόγος ἔχω  - μένω , καί πρός ὁ λοιπός λόγος  δίδωμι .
126959	tlg1799.tlg007.First1K-grc1	μέγεθος γὰρ τὸ ΑΒ πρὸς ἑαυτοῦ τι μέρος τὸ Α λόγον ἐχέτω δεδομένον·	μέγεθος γάρ ὁ  πρός ἑαυτοῦ  μέρος ὁ  λόγος ἔχω δίδωμι ·
126960	tlg1799.tlg007.First1K-grc1	λέγω, ὅτι καὶ πρὸς τὸ λοιπὸν τὸ ΒΓ λόγον ἔχει δεδομένον.	λέγω , ὅτι2 καί πρός ὁ λοιπός ὁ  λόγος ἔχω δίδωμι .
126961	tlg1799.tlg007.First1K-grc1	κείσθω γὰρ δεδομένον μέγεθος τὸ∠Ζ.	κεῖμαι γάρ δίδωμι μέγεθος ὁ ∠ Ζ .
126962	tlg1799.tlg007.First1K-grc1	καὶ ἐπεὶ λόγος ἐστὶ δοθεὶς ὁ τοῦ Β Α πρὸς τὸ Α ὁ αὐτὸς αὐτῷ πεπορίσθω ὁ τοῦ Ζ∠ πρὸς ∠Ε.	καί ἐπεί λόγος εἰμί δίδωμι ὁ ὁ   πρός ὁ  ὁ αὐτός αὐτός  ὁ ὁ  πρός  .
126963	tlg1799.tlg007.First1K-grc1	λόγος ἄρα ἐστὶν ὁ τοῦ Ζ∠ πρὸς ∠Ε δοθείς.	λόγος ἄρα εἰμί ὁ ὁ  πρός  δίδωμι .
126964	tlg1799.tlg007.First1K-grc1	δοθὲν δὲ τὸ Ζ∠.	δέ ὁ  .
126965	tlg1799.tlg007.First1K-grc1	δοθὲν ἄρα καὶ τὸ ∠Ε·	δίδωμι ἄρα καί ὁ  ·
126966	tlg1799.tlg007.First1K-grc1	καὶ λοιπὸν ἄρα τὸ ΕΖ δοθέν ἐστιν.	καί λοιπός ἄρα ὁ   εἰμί .
126967	tlg1799.tlg007.First1K-grc1	ἔστι δὲ καὶ τὸ ∠Ζ δοθέν·	εἰμί δέ καί ὁ  δίδωμι ·
126968	tlg1799.tlg007.First1K-grc1	λόγος ἄρα τοῦ∠Ζ πρὸς τὸ ΖΕ δοθείς.	λόγος ἄρα ὁ ∠ Ζ πρός ὁ  δίδωμι .
126969	tlg1799.tlg007.First1K-grc1	καὶ ἐπεί ἐστιν ὡς τὸ ∠Ζ πρὸς ∠Ε, οὕτως καὶ τὸΑΒ πρὸς ΑΓ, ἀναστρέψαντι ἄρα ἐστὶν ὡς τὸ ∠Ζ πρὸς τὸ ΖΕ, οὕτως τὸ ΑΒ πρὸς τὸ ΒΓ λόγος δὲ τοῦ ΔΖ πρὸς ΖΕ δοθείς, ὡς δέ- δεικται·	καί ἐπεί εἰμί ὡς ὁ  πρός  , οὕτως καί ὁ Α Β πρός  ,  ἄρα εἰμί ὡς ὁ  πρός ὁ  , οὕτως ὁ  πρός ὁ  λόγος δέ ὁ  πρός  δίδωμι , ὡς δέ -  ·
126970	tlg1799.tlg007.First1K-grc1	λόγος ἄρα καὶ τοῦ ΑΒ πρὸς τὸ ΒΓ δοθείς.	λόγος ἄρα καί ὁ  πρός ὁ  δίδωμι .
126971	tlg1799.tlg007.First1K-grc1	Ϛ΄.	.
126972	tlg1799.tlg007.First1K-grc1	Ἐὰν δύο μεγέθη συντεθῇ πρὸς ἄλληλα λόγον ἔχοντα δεδομένον, καὶ τὸ ὅλον πρὸς ἑκάτερον αὐτῶν λόγον ἔξει δεδομένον.	γε  συντίθημι πρός ἀλλήλων λόγος ἔχω δίδωμι , καί ὁ ὅλος πρός ἑκάτερος αὐτός λόγος  δίδωμι .
126973	tlg1799.tlg007.First1K-grc1	συγκείσθω γὰρ δύο μεγέθη τὰ ΑΓ ΓΒ, πρὸς ἄλ- ληλα λόγον ἔχοντα δεδομένον·	σύγκειμαι γάρ γε  ὁ   , πρός  -  λόγος ἔχω δίδωμι ·
126974	tlg1799.tlg007.First1K-grc1	λέγω, ὅτι καὶ ὅλον τὸ ΑΒ πρὸς ἑκάτερον τῶν ΑΓ, ΓΒ λόγον ἔχει δεδομένον.	λέγω , ὅτι2 καί ὅλος ὁ  πρός  ὁ  ,  λόγος ἔχω δίδωμι .
126975	tlg1799.tlg007.First1K-grc1	ἐκκείσθω γὰρ δεδομένον μέγεθος τὸ ∠Ε.	ἔκκειμαι γάρ δίδωμι μέγεθος ὁ  .
126976	tlg1799.tlg007.First1K-grc1	καὶ ἐπεὶ λόγος ἐστὶ τοῦ ΑΓ πρὸς ΓΒ δοθείς, ὁ αὐτὸς αὐτῷ πεποιήσθω ὁ τοῦ ∠Ε πρὸς ΕΖ.	καί ἐπεί λόγος εἰμί ὁ  πρός  δίδωμι , ὁ αὐτός αὐτός  ὁ ὁ  πρός  .
126977	tlg1799.tlg007.First1K-grc1	ὁ ἄρα τοῦ ∠Ε πρὸς ΕΖ λόγος ἐστὶ δοθείς·	ὁ ἄρα ὁ  πρός  λόγος εἰμί δίδωμι ·
126978	tlg1799.tlg007.First1K-grc1	δοθὲν δὲ τὸ ∠Ε δοθὲν ἄρα καὶ τὸ ΕΖ καὶ ὅλον ἄρα τὸ ∠Ζ δοθέν ἐστιν.	δέ ὁ  δίδωμι ἄρα καί ὁ  καί ὅλος ἄρα ὁ   εἰμί .
126979	tlg1799.tlg007.First1K-grc1	ἔστι δὲ ἑκάτερον τῶν ∠Ε, ΕΖ δοθέν·	εἰμί δέ  ὁ  ,   ·
126980	tlg1799.tlg007.First1K-grc1	λόγος ἄρα τοῦ∠Ζ πρὸς ἑκάτερον τῶν ∠Ε, ΕΖ δοθείς.	λόγος ἄρα ὁ ∠ Ζ πρός  ὁ  ,  δίδωμι .
126981	tlg1799.tlg007.First1K-grc1	καὶ ἐπεί ἐστιν ὡς τὸ ΑΓ πρὸς ΓΒ, οὕτως τὸ ∠Ε πρὸςΕΖ, συνθέντι ὡς τὸ ΑΒ πρὸς τὸ ΒΓ, οὕτως τὸ∠Ζ πρὸς ΖΕ καὶ ἀναστρέψαντι ὡς τὸ ΑΕ πρὸς τὸ ΑΓ, οὕτως τὸ∠Ζ πρὸς ∠Ε.	καί ἐπεί εἰμί ὡς ὁ  πρός  , οὕτως ὁ  πρός Ε Ζ ,  ὡς ὁ  πρός ὁ  , οὕτως ὁ ∠ Ζ πρός  καί ἀναστρέφω ὡς ὁ  πρός ὁ  , οὕτως ὁ ∠ Ζ πρός  .
126982	tlg1799.tlg007.First1K-grc1	καὶ ἐπεὶ ὡς τὸ ∠ πρὸς ἑκάτερον τῶν ∠Ε, ΕΖ, οὕτως τὸΑ Β πρὸς ἑκάτερον τῶν ΑΓ, ΓΒ, λόγος ἄρα καὶ τοῦ ΑΒ πρὸς ἑκάτερον τῶν ΑΓ, ΓΒ δοθείς.	καί ἐπεί ὡς ὁ  πρός ἑκάτερος ὁ  ,  , οὕτως ὁ Α  πρός ἑκάτερος ὁ  ,  , λόγος ἄρα καί ὁ  πρός ἑκάτερος ὁ  ,  δίδωμι .
126983	tlg1799.tlg007.First1K-grc1	ζ΄.	.
126984	tlg1799.tlg007.First1K-grc1	Ἐὰν δεδομένον μέγεθος εἰς δεδομένον λόγον διαι- ρεθῇ, ἑκάτερον τῶν τμημάτων δεδομένον ἐστίν.	δίδωμι μέγεθος εἰς δίδωμι λόγος  -  , ἑκάτερος ὁ τμῆμα δίδωμι εἰμί .
126985	tlg1799.tlg007.First1K-grc1	δεδομένον γὰρ μέγεθος τὸ ΑΒ εἰς δεδομένον λόγον διῃρήσθω τὸν τοῦ ΑΓ πρὸς ΓΒ λέγω, ὅτι ἑκάτερον τῶν ΑΓ, ΓΒ δοθέν ἐστιν.	δίδωμι γάρ μέγεθος ὁ  εἰς  λόγος  ὁ ὁ  πρός  λέγω , ὅτι2 ἑκάτερος ὁ  ,   εἰμί .
126986	tlg1799.tlg007.First1K-grc1	ἐπεὶ γὰρ λόγος ἐστὶ τοῦ ΑΓ πρὸς ΓΒ δοθείς, λόγος ἄρα καὶ τοῦ ΑΒ πρὸς ἑκάτερον τῶν ΑΓ ΓΕ δοθείς.	ἐπεί γάρ λόγος εἰμί ὁ  πρός  δίδωμι , λόγος ἄρα καί ὁ  πρός ἑκάτερος ὁ   δίδωμι .
126987	tlg1799.tlg007.First1K-grc1	δοθὲν δὲ τὸ ΑΒ·	δέ ὁ  ·
126988	tlg1799.tlg007.First1K-grc1	δοθὲν ἄρα καὶ ἑκάτερον τῶν ΑΓ, ΓΒ.	δίδωμι ἄρα καί ἑκάτερος ὁ  ,  .
126989	tlg1799.tlg007.First1K-grc1	η΄.	.
126990	tlg1799.tlg007.First1K-grc1	Τὰ πρὸς τὸ αὐυὸ λόγον ἔχοντα δεδομένον καὶ πρὸς ἄλληλα λόγον ἕξει δεδομένον.	πρός ὁ  λόγος ἔχω δίδωμι καί πρός ἀλλήλων λόγος ἔχω δίδωμι .
126991	tlg1799.tlg007.First1K-grc1	ἐχέτω γὰρ ἑκάτερον τῶνΑ,Γ πρὸς τὸ Β λόγον δεδομένον·	ἔχω γάρ  ὁ Α , Γ πρός ὁ  λόγος δίδωμι ·
126992	tlg1799.tlg007.First1K-grc1	λέγω, ὅτι καὶ τὸΑ πρὸς τὸΓ λόγον ἕξει δεδομένον.	λέγω , ὅτι2 καί ὁ Α πρός ὁ Γ λόγος ἔχω δίδωμι .
126993	tlg1799.tlg007.First1K-grc1	ἔστω γὰρ δεδομένον μέγεθος τὸ∠ καὶ ἐπεὶ λόγος ἐστὶ τοῦ Α πρὸς τὸ Β δοθείς, ὁ αὐτὸς αὐτῷ πεποιήσθω ὁ τοῦ∠ πρὸς τὸΕ.	εἰμί γάρ δίδωμι μέγεθος ὁ ∠ καί ἐπεί λόγος εἰμί ὁ  πρός ὁ  δίδωμι , ὁ αὐτός αὐτός  ὁ ὁ ∠ πρός ὁ Ε .
126994	tlg1799.tlg007.First1K-grc1	δοθὲν δὲ τὸ∠·	δέ ὁ ∠ ·
126995	tlg1799.tlg007.First1K-grc1	δοθὲν ἄρα καὶ τὸΕ.	δίδωμι ἄρα καί ὁ Ε .
126996	tlg1799.tlg007.First1K-grc1	πάλιν, ἐπεὶ λόγος ἐστὶ τοῦ Β πρὸς τὸ Γ δοθείς, ὁ αὐτὸς αὐτῷ πεποιήσθω ὁ τοῦΕ πρὸς τὸΖ.	πάλιν , ἐπεί λόγος εἰμί ὁ  πρός ὁ  δίδωμι , ὁ αὐτός αὐτός  ὁ ὁ Ε πρός ὁ Ζ .
